_ is the best indication why Asians are such bad drivers.,1
_ is the leading cause for blindness in white males.,1
_ is wasted on the youth.,1
_. — You go Girl!,1
"Amelia Earhart didn't die flying a plane, she is living on an island surrounded by _.",1
"As a small child, I used to feed my goldfish _.",1
During my last dominatrix relationship we always used _ as our safe word.,1
Forgive me Father I have _.,1
"Growing up, Mama always told me life is like a box of _.",1
"Hopefully, in our generation, we will solve the problem of _.",1
"I didn't believe the gossip tabloids about _, until I watched the videos.",1
I like my coffee like I like my women: strong and _.,1
"In Poland, the #1 cause of infant mortality is _.",1
My father never loved me because I was addicted to _.,1
"Now is my time: I'm young, dumb and full of _.",1
The best selling book this year was _ written by John Mccain.,1
The greatest cosplay ever: _.,1
The new Ford Windstar. Built for stability with plenty of cargo space for _.,1
The Red Cross is currently providing _ to poverty stricken areas of Africa,1
"The US civil war wasn't about slavery, it was about _!",1
What are high school sex-ed classes using to stop the increasing trend of early pregnancies?,1
What did I get my Mom for Mother's day?,1
What is happening right now in North Korea?,1
What is that clawing noise from the basement?,1
"What keeps me warm during those long, bitterly cold, winter nights?",1
What makes Grandpa yell at night?,1
What makes the world think Americans are lazy?,1
Women are insecure about themselves because men only think about _.,1
Your account has been banned. Motive: _.,1
Your Dad is so stupid he _.,1
