Check out my new podcast about _ and _.,2
"Cuba's new tourism campaign: come for _, stay for _.",2
"Don't blame me, I voted for _.",1
"Float like a butterfly, sting like _.",1
"For the price, you’d think a self-driving car could also include _.",1
How did I alone break the Chicago Cubs' curse?,1
How do I know if I have the Zika virus?,1
I got hot sauce in _ swag.,1
It didn't take long before _ replaed Harriet Tubman on the $20 bill.,1
"No justice, no peace, no _. #BlackLivesMatter",1
Republicans vowed to only approve a Supreme Court justice that supports _.,1
The only thing Harambe was truly guilty of was _.,1
They never would have legalized marijuana in California without _.,1
"What are you prying from my cold, dead hands?",1
What did they find in Prince's vault?,1
What do vaccines really prevent?,1
What should be banned in North Carolina bathrooms?,1
What was my favorite event at the 2016 Rio Summer Olympics?,1
