"After enjoying a little 4:20, I like to _.",1
Cover your eyes and count to ten while I _.,1
Demand that disgruntled longshoreman _.,1
"Dick and Jane smoke Mary Jane, and then _.",1
Don't grow weed! Instead you should _.,1
Don't judge me when I want to _.,1
"Don't try Purple Haze, unless you want to _ afterwards.",1
Dude! Let's _.,1
"During my last physical, my doctor told me to never again _.",1
"For my last romantic date night, I scored big points by suggesting we first _.",1
"Four score and seven years ago, Americans wanted to _.",1
Girls just want to _.,1
Goldilocks got the three bears high and then wanted to _.,1
Hark! The herald angels _!,1
"Hemp is nmot only widely used for clothing, it's also popularly used to _.",1
"I am not the first man on the moon, but I am the first to _.",1
I am so talented because I can _.,1
I am very paranoid that my friends will _.,1
I am woman! Hear me _.,1
I can't believe I fell asleep last night while I was trying to _.,1
I can't believe that I was arrested just because I had a wild Saturday night and tried to _.,1
I can't wait to fall asleep so I can once again dream I will soon _.,1
I cringe while watching horror films when stupid teenagers _.,1
I don't like it when my friends _.,1
I first became an adult when I learned how to _.,1
I had to reprimand my dog when he tried to _.,1
I know I am alive when I _ while spanking my butler.,1
I know I am sexy when I _ in front of a mirror.,1
I nominate the person to my left to _ in political office.,1
I promised my mother I would _.,1
I should earn a Pulitzer Prize for when I was able to successfully _.,1
I think somoneone should pay me for how well I can _.,1
I used to get detention in high school when I would _.,1
"I want to spank myself very hard, when I _!",1
I was not distrubed when I saw a ventriloquist _.,1
I was recently given money to _.,1
I will _ with my state senators when pot use becomes legal.,1
I wish I was old enough to _.,1
I wish pot were legal so I could _ without fearing I would be arrested.,1
I would consider it a miracle if my parents would only just _.,1
I would eat my best friend's earlobe if he offered to _ first.,1
I'm so stoned I want to _.,1
If at first you don't scceeed _.,1
"If God offered me the afterlife of my choice, I would wrap myself in razor wire and _.",1
If I were in hell I would probably have to _ for all eternity.,1
"If I were you, I would _ before I do anything else.",1
"If you _, they will come.",1
"If you decide to ride a polar bear, you should first _.",1
"If you give me everything in your crisper drawer, I will _.",1
"If you say ""Bloody Mary"" three times in a row, the ghost of Bob Marley will _.",1
"If you smoke too much pot, you are likely to _.",1
"If you wish upon a star, you are likely to then _.",1
"In high school, I was voted the most likely to _.",1
It is bad luck to _ before rolling a joint.,1
It is bad luck to _ on St. Patrick's Day.,1
"It is better to have tried and failed, then to _.",1
"Last night I smoked so much, I wanted to _.",1
"Last time I smoked pot, I stupidly decided to _.",1
Laugh at the world and the world will _.,1
Look before you _.,1
Look before you _.,1
Look before you _.,1
March at our country's capital while I _.,1
"My best friend is so dumb, he tried to use a vaporizer to _.",1
My favorite reality show is about bearded hillbillies who often _.,1
My kingdom for someone who is willing to _!,1
My mother told me never to _ with strangers.,1
"Next Christmas, I will make it really special for my parents when I _.",1
"Not only do I want to eat everything in the refrigerator, I also want to _.",1
Oh my God! I want to take a selfie where we _.,1
Once upon a time there was an old lady who had to _.,1
"Only the one willing to _, deserves the golden leaf.",1
"Pass me that pipe, so that I can _.",1
Pot brownies make me _.,1
Pot makes me want to _.,1
"Star light, star bright, won't you _?",1
The biggest song of the year has us dancing as if we are going to _.,1
The last thing I remember last night is when I tried to _.,1
The most famous person I know is able to _ while juggling radishes.,1
There would be no more world conflict if we all learned to _.,1
Vampires _.,1
What joint made me _.,1
When Hell freezes over I will _.,1
"When I am alone and know I will not be caught, I _.",1
"When I am in a daze, I often imagine that I am going to _.",1
"When I am really angry, I _.",1
"When I am tripping out, I often _.",1
"When I put lipstick on a pig, I knew I was ready to _.",1
When I was a little girl I always wanted to _.,1
"When I was last hypnotized, I was told I tried to _.",1
"When in Rome, _.",1
"When my lover tries to dance, she looks like she is trying to _.",1
While I was on vacation I finally got up the courage to _.,1
Who was the last person to _?,1
"WTF, why did you _?",1
You know your weed is skank weed if it makes you want to _.,1
