_ was notably absent from the stripper convention this year.,1
American children are too spoiled and lazy to appreciate _.,1
"As part of its hazing process, the frat forced its recruits to try _.",1
"Deviating from his usual landscapes, Bob Ross painted _ in his most recent episode.",1
Experiencing _ for ten minutes really changed my perspective on everything.,1
"Hidden behing the Mona Lisa, scientists recently found Da Vinci's original subject: _.",1
"I a surprise move, Donald Trump recently changed his campaign slogan to, “Make _ great again.”",1
"I don't know what will cause my second divorce, but my third divorce will be caused by _.",1
"In his latest philanthropic effort, Bill Gates plans to donate billions of dollars to support _.",1
"In the next election, voters must choose between _ and _.",2
Love without _ is an empty experience.,1
Mom always told me not to leave home without _.,1
My biggest regret is ever getting involved with _.,1
"My first major was Philosophy, but I recently switched to majoring in _.",1
My newest bumper sticker shows everyone that I support _.,1
The newest intramural sport involves _.,1
The newest iPhone now includes an app for _.,1
The only evidence at the crime scene was _ and a bunch of semen.,1
Up next on VH1: “I Love _.”,1
We tried to fix it but _ is going to ruin the next generation.,1
What caused the gangbang to get off to a slow start?,1
What made watching the movie with my parents awkward?,1
