_ is not reimbursable.,1
_ is our new performance indicator.,1
_ is the next development panacea.,1
Angelina Jolie will now be special envoy for _.,1
"As of today, all local staff will be paid in _.",1
"Buy one, give one should be reserved for _.",1
Ebola was eradicated by injecting _ with _.,2
GSMA is now promoting smartphones for _.,1
I spent all my hazard pay on _.,1
I took inspiration from _ where I started _.,2
"I'm pretty sure ""capacity building"" is just a euphemism for _.",1
My NGO name means _ in Kiswahili.,1
My only real Peace Corps accomplishment was _.,1
Oh joy! Another workshop on _.,1
Our proposal win themes are _ and _.,2
"Our theory of change: If _, then _.",2
Save the Children will now be saving _.,1
Sustainability will be assured through a razor-sharp focus on _.,1
The best in-kind donation ever received was _.,1
The data collected with SurveyCTO revealed that the project is getting the greatest results from _.,1
The Gates Foundation is launching a small grants program to eradicate _.,1
The humanitarian situation in Syria reminds me of _.,1
The last mile is paved with _.,1
"The most popular Google search in rural Zambia is ""_.""",1
This hashtag will save the world: #_.,1
"To the surprise of funders, Joseph Mbuntu spent the $10000 USD he received from GiveDirectly on _.",1
USAID brought _ to the people of Haiti when they really needed _.,2
Vegemite: easier to spread than _.,1
We're not so much faith-based as _-based.,1
What is DFID's secret weapon against USAID dominance?,1
What is the 18th Sustainable Development Goal?,1
What is USAID's guilty pleasure?,1
What's the secret to peace in the Middle East?,1
"When the US State Department was evacuated from Yemen, they left a warehouse full of _.",1
Why was the low-level diplomat kicked out of the country?,1
